epoch,train loss,reg loss,train acc,test loss,test acc
0,1.9839889061756624,0.0,tensor(29.2190),1.5656720809262208,tensor(45.3400)
1,1.7200146149366329,0.0,tensor(41.9537),1.1731661720709368,tensor(59.5400)
2,1.5858363984486996,0.0,tensor(48.4318),1.0069300134976704,tensor(66.9500)
0,1.970613392805442,0.0,tensor(29.8164),1.5803791561512033,tensor(44.5700)
1,1.6760977546374003,0.0,tensor(43.9813),1.1588185610193196,tensor(60.5300)
2,1.556916064176804,0.0,tensor(49.6601),0.9877548284000821,tensor(68.3700)
3,1.4585579123252477,0.0,tensor(53.6350),0.8199815990948918,tensor(73.8500)
4,1.3730812476231502,0.0,tensor(57.2935),0.8000395201673411,tensor(75.5200)
0,2.2500121613852997,0.0,tensor(22.2251),1.3297704879683678,tensor(51.4500)
1,1.5343502650403569,0.0,tensor(47.8110),0.9228145967830311,tensor(66.8000)
2,1.3142595529301553,0.0,tensor(56.0656),0.8420373375969704,tensor(70.1300)
3,1.1970722111117127,0.0,tensor(59.0141),0.7897463127820179,tensor(75.2200)
4,1.1217341215437293,0.0,tensor(60.9383),0.5274539174455585,tensor(82.3800)
0,2.1441834260765305,0.0,tensor(30.9167),1.141100454210031,tensor(64.0900)
1,1.4788892569704952,0.0,tensor(51.2554),0.8032141556643476,tensor(73.7700)
2,1.2949788213795066,0.0,tensor(56.9203),0.6793451122563294,tensor(77.5500)
3,1.1956720960955334,0.0,tensor(59.1622),0.6300909477050858,tensor(77.6800)
4,1.1263050784667332,0.0,tensor(61.0422),0.5945285910909827,tensor(79.9500)
5,1.0643675972381208,0.0,tensor(63.0835),0.4913787369174187,tensor(85.7000)
6,1.0227722676518636,0.0,tensor(64.0423),0.46456203737644236,tensor(86.2000)
7,0.9897112113415686,0.0,tensor(64.9172),0.44402610186976615,tensor(86.2300)
8,0.9626173123589947,0.0,tensor(65.2216),0.39339114183729346,tensor(87.8000)
9,0.947804831350461,0.0,tensor(65.0831),0.42199665699342287,tensor(86.8500)
10,0.922230810054347,0.0,tensor(65.6647),0.3863518185386754,tensor(88.3900)
11,0.8917440599483303,0.0,tensor(66.8650),0.4023519986205631,tensor(87.5100)
12,0.9014543155447031,0.0,tensor(65.9578),0.36697510231022884,tensor(89.3500)
13,0.8749887170190485,0.0,tensor(67.2635),0.7241161014094497,tensor(77.1900)
14,0.8685854376636,0.0,tensor(66.8715),0.36311631025087954,tensor(90.0300)
15,0.8467215655260106,0.0,tensor(67.9160),0.40550279376482723,tensor(87.6000)
16,0.8356630891943589,0.0,tensor(68.1067),0.34115629801244446,tensor(89.4900)
17,0.8416475601430632,0.0,tensor(67.3682),0.33271698593491256,tensor(90.8600)
18,0.8162535183832177,0.0,tensor(68.6589),0.30264774506742304,tensor(91.0300)
19,0.8245815424901298,0.0,tensor(67.7745),0.34209160551880347,tensor(89.6500)
20,0.801606865806712,0.0,tensor(69.1586),0.3781696281047783,tensor(88.8400)
21,0.7923312632637656,0.0,tensor(69.3593),0.298702468474706,tensor(91.9200)
22,0.7814881468557904,0.0,tensor(70.0896),0.3607357442378998,tensor(89.2600)
23,0.7797349421705446,0.0,tensor(69.8484),0.3505972727681651,tensor(90.9400)
24,0.7818840309086009,0.0,tensor(69.4378),0.2589856283080698,tensor(92.1200)
25,0.7662703420680302,0.0,tensor(70.0850),0.3291939924461673,tensor(91.5700)
26,0.7666479939769986,0.0,tensor(69.9289),0.33991734713617,tensor(91.5500)
27,0.7772496782370613,0.0,tensor(69.3311),0.26995313754587463,tensor(91.9700)
28,0.7639688887338862,0.0,tensor(70.2326),0.27470509903599516,tensor(91.9600)
29,0.75347055746322,0.0,tensor(70.3405),0.3077522213711883,tensor(91.9500)
30,0.7634934797946714,0.0,tensor(69.8641),0.3256610314352344,tensor(92.4000)
31,0.750888273310967,0.0,tensor(70.2769),0.3489684376752738,tensor(91.7900)
32,0.7613251572554438,0.0,tensor(69.6037),0.3978646907842521,tensor(89.4400)
33,0.7490004692385849,0.0,tensor(70.7018),0.34098298170349817,tensor(90.)
34,0.7396772866511446,0.0,tensor(70.7653),0.2806743223859806,tensor(92.9300)
35,0.7454113113956574,0.0,tensor(70.5748),0.2927796660047589,tensor(92.0200)
36,0.7495051804516051,0.0,tensor(70.1846),0.27143998413976994,tensor(92.7400)
37,0.7324073907847588,0.0,tensor(70.8335),0.24611369226918076,tensor(92.9700)
38,0.7355837402308089,0.0,tensor(70.3833),0.24980508310325217,tensor(92.2100)
39,0.7580613263715537,0.0,tensor(69.3210),0.3018844433204092,tensor(92.1400)
40,0.7177646474069,0.0,tensor(71.5077),0.25174731535441947,tensor(92.4300)
41,0.7336465690253128,0.0,tensor(70.7921),0.2947273561448762,tensor(91.7800)
0,2.2959662680951958,0.0,tensor(20.1649),1.5363537639078468,tensor(41.8900)
1,1.6526619732125192,0.0,tensor(42.3618),1.0976251995924748,tensor(61.7800)
0,2.3369809814497957,0.0,tensor(25.3074),1.2718980781959766,tensor(51.6200)
0,2.2668996664703402,0.0,tensor(27.0881),1.0565814707014296,tensor(62.4700)
0,2.231147246228324,0.0,tensor(29.2959),1.1104684074719746,tensor(61.0600)
1,1.482465535402298,0.0,tensor(50.6110),0.8583166773873147,tensor(69.7800)
2,1.3206832495510068,0.0,tensor(55.2713),0.7810871233843794,tensor(72.5700)
3,1.2089063385103502,0.0,tensor(58.5778),0.6552107457560722,tensor(75.4700)
4,1.182106801905693,0.0,tensor(58.6728),0.7995836168828637,tensor(75.0800)
5,1.1227990441724784,0.0,tensor(60.8238),0.594213908368891,tensor(80.9700)
6,1.0757049976760507,0.0,tensor(62.0495),0.6960450844331221,tensor(78.1900)
7,1.0409191967203066,0.0,tensor(62.7094),0.7713256231462112,tensor(74.7600)
8,1.0512025240394804,0.0,tensor(62.4756),0.4752779377229286,tensor(85.6600)
9,0.9874311457587104,0.0,tensor(64.6983),0.5634664342258916,tensor(83.4300)
10,0.9674127297396333,0.0,tensor(64.6712),0.5009703557900708,tensor(84.2500)
11,0.9584655094350505,0.0,tensor(64.5798),0.49121785615429736,tensor(82.0600)
12,0.9316061835131074,0.0,tensor(65.4861),0.768684709915007,tensor(74.7500)
13,0.9015588238835335,0.0,tensor(66.7862),0.42116388859170856,tensor(88.8500)
14,0.8875143419091518,0.0,tensor(67.0775),0.37542283098505,tensor(88.4900)
15,0.8831589486863878,0.0,tensor(66.9064),0.7871915848568233,tensor(74.6700)
16,0.8798466615187817,0.0,tensor(66.7100),0.3608690947294235,tensor(88.8400)
17,0.8813577151706076,0.0,tensor(66.5692),0.3891677407905309,tensor(87.9800)
18,0.8453118950128555,0.0,tensor(68.0450),0.3220607898753099,tensor(89.9400)
19,0.8666064950008677,0.0,tensor(66.8704),0.5169157629663294,tensor(86.0600)
20,0.8300938674718397,0.0,tensor(68.4191),0.31798899670441944,tensor(90.1600)
21,0.8229917076726755,0.0,tensor(68.7097),0.3712794752133013,tensor(89.5400)
22,0.8173779017395444,0.0,tensor(68.8230),0.7345888096876819,tensor(76.3900)
23,0.8348605802808052,0.0,tensor(67.7753),0.3066274043586519,tensor(90.7600)
24,0.8277184190785783,0.0,tensor(67.7847),0.31871816546025905,tensor(90.6500)
25,0.8124691246984861,0.0,tensor(68.7738),0.36458081699380973,tensor(90.1000)
26,0.8103261990233873,0.0,tensor(68.7314),0.38117384218206307,tensor(88.5900)
27,0.8161475928739096,0.0,tensor(68.2702),0.5807533571214387,tensor(81.7300)
28,0.8078122117644192,0.0,tensor(68.3730),0.4501606448732241,tensor(88.5400)
29,0.8197931818281993,0.0,tensor(67.8020),0.33277634523733696,tensor(91.2800)
30,0.8064185681824501,0.0,tensor(68.5554),0.2965086710573447,tensor(90.9000)
31,0.7784218849598342,0.0,tensor(69.8858),0.298420617375711,tensor(91.7600)
32,0.7881917820081242,0.0,tensor(69.3689),0.31271746739594625,tensor(91.6100)
33,0.7756019151873059,0.0,tensor(70.0223),0.47138019733958775,tensor(86.6000)
34,0.7677573146473649,0.0,tensor(70.0284),0.29054335406934373,tensor(91.7500)
35,0.77688496082257,0.0,tensor(69.7708),0.32330598238140645,tensor(91.4600)
36,0.7862117544580729,0.0,tensor(68.9830),0.32102536628342637,tensor(90.5500)
37,0.7650049935994495,0.0,tensor(70.2631),0.27509196223032595,tensor(91.8500)
38,0.7968870607069415,0.0,tensor(68.0991),0.30426519672677976,tensor(91.1300)
39,0.7572969507075783,0.0,tensor(70.5133),0.35117473415654116,tensor(90.7500)
40,0.770962294891604,0.0,tensor(70.0981),0.40684499584063133,tensor(90.4600)
41,0.754742212052274,0.0,tensor(70.6695),0.3193596294431975,tensor(90.7000)
42,0.7430502377195746,0.0,tensor(71.0462),0.2692166127339758,tensor(92.0500)
43,0.7498214615142753,0.0,tensor(70.7130),0.3418518944521143,tensor(90.7100)
44,0.7538414290572844,0.0,tensor(70.4067),0.27163126176655894,tensor(92.1300)
45,0.7626821503807337,0.0,tensor(69.5347),0.2635754658417268,tensor(92.0100)
46,0.7554332447739748,0.0,tensor(69.9893),0.2611576315730509,tensor(92.3100)
47,0.7522410541199721,0.0,tensor(69.7170),0.2927021731932958,tensor(91.1900)
48,0.7445285987013426,0.0,tensor(70.5317),0.25891662742754423,tensor(92.0800)
49,0.7405077466725284,0.0,tensor(70.8413),0.2666459644984717,tensor(92.1800)
50,0.7382551531315359,0.0,tensor(70.9954),0.3164499757265804,tensor(91.3000)
51,0.6992226913889759,0.0,tensor(72.1130),0.2139090657836259,tensor(93.5000)
